rainfall_mm,rainfall_3day_mm,soil_moisture_pct,slope_deg,elevation_m,risk_probability_pct,risk_level
140.8,245.4,62.1,24.6,2615.0,66.8,HIGH
45.2,111.1,59.6,32.1,2429.0,49.8,MEDIUM
88.3,222.1,62.5,22.5,2199.0,47.0,MEDIUM
82.4,126.2,45.4,4.5,1677.0,32.1,MEDIUM
75.6,144.7,56.4,2.6,857.0,31.9,MEDIUM
112.1,137.3,72.6,57.0,1789.0,74.9,HIGH
63.2,112.2,47.7,36.2,524.0,41.6,MEDIUM
63.3,113.4,43.8,38.6,1703.0,43.4,MEDIUM
247.5,302.2,98.6,54.9,2584.0,99.9,CRITICAL
71.0,193.0,74.9,33.1,1642.0,48.0,MEDIUM
157.1,259.5,83.1,36.9,392.0,80.1,CRITICAL
163.4,281.7,66.2,31.4,288.0,66.2,HIGH
90.1,283.9,65.4,10.6,2609.0,41.1,MEDIUM
65.3,122.9,26.4,18.7,828.0,25.9,LOW
35.0,91.6,55.3,53.1,1672.0,34.2,MEDIUM
14.7,81.2,43.1,26.6,2375.0,41.0,MEDIUM
118.0,323.3,56.9,12.2,909.0,50.7,MEDIUM
101.3,129.6,63.9,49.7,2265.0,61.3,HIGH
130.7,178.6,52.7,5.2,411.0,34.2,MEDIUM
50.1,149.4,49.8,38.4,2296.0,53.8,MEDIUM
264.3,349.6,64.3,42.0,379.0,87.9,CRITICAL
107.9,276.1,77.3,18.2,976.0,55.1,MEDIUM
68.9,94.6,50.2,10.0,919.0,28.7,LOW
7.4,0.0,29.4,26.9,2696.0,28.6,LOW
55.0,133.8,45.1,45.3,1697.0,51.7,MEDIUM
135.1,356.4,100.0,53.2,2561.0,100.0,CRITICAL
199.1,179.9,42.5,48.9,1830.0,72.5,HIGH
77.7,155.1,44.6,6.6,2459.0,41.6,MEDIUM
221.3,519.4,100.0,13.4,1744.0,80.1,CRITICAL
32.5,44.4,24.5,37.0,1460.0,36.9,MEDIUM
103.5,252.2,54.8,42.6,2042.0,58.1,MEDIUM
105.7,205.0,74.3,0.5,1002.0,28.0,LOW
118.7,180.5,64.3,8.6,2772.0,45.5,MEDIUM
86.1,211.7,67.6,5.6,2743.0,41.3,MEDIUM
99.4,296.7,76.7,20.5,404.0,55.4,MEDIUM
31.8,44.4,28.3,40.8,2767.0,41.4,MEDIUM
186.3,430.2,91.5,56.6,709.0,100.0,CRITICAL
146.5,203.6,59.6,5.4,2108.0,61.6,HIGH
96.5,112.6,57.0,30.4,2505.0,47.3,MEDIUM
148.9,263.0,74.6,22.3,875.0,48.8,MEDIUM
190.4,472.4,89.7,23.9,515.0,80.1,CRITICAL
117.4,179.3,66.4,4.1,2317.0,42.9,MEDIUM
283.3,401.1,70.0,17.3,1439.0,67.3,HIGH
124.5,336.5,76.6,15.1,1563.0,57.4,MEDIUM
36.6,75.6,27.6,43.1,2333.0,34.0,MEDIUM
92.9,119.6,37.7,38.5,911.0,41.3,MEDIUM
152.9,254.5,91.3,38.2,472.0,95.4,CRITICAL
190.5,486.2,85.3,31.2,2882.0,100.0,CRITICAL
87.5,184.4,47.8,20.5,2159.0,43.0,MEDIUM
34.0,58.9,45.0,14.6,2026.0,38.2,MEDIUM
64.2,97.7,39.0,0.7,1132.0,22.8,LOW
21.2,42.3,38.2,8.9,2988.0,15.7,LOW
133.8,300.8,92.3,13.2,823.0,52.4,MEDIUM
54.4,93.6,51.9,58.5,699.0,44.6,MEDIUM
42.1,49.1,31.7,58.2,1091.0,27.6,LOW
143.1,228.8,62.7,46.1,2269.0,61.8,HIGH
218.4,371.5,92.1,36.6,864.0,97.9,CRITICAL
41.9,88.4,50.9,40.1,1076.0,48.4,MEDIUM
88.0,264.0,69.8,36.0,1683.0,66.9,HIGH
66.3,149.8,56.8,38.8,2020.0,54.4,MEDIUM
196.5,432.4,99.2,13.2,618.0,75.4,HIGH
72.6,113.1,45.9,58.6,2033.0,46.4,MEDIUM
31.1,69.6,33.2,45.4,1267.0,39.8,MEDIUM
75.3,135.2,59.2,14.1,1169.0,49.4,MEDIUM
169.3,437.5,99.1,30.8,421.0,95.2,CRITICAL
63.2,105.5,20.8,47.4,2927.0,40.3,MEDIUM
45.9,140.5,41.2,54.7,2141.0,45.4,MEDIUM
70.0,139.6,45.2,23.0,480.0,35.5,MEDIUM
32.0,46.5,34.6,29.0,1225.0,33.2,MEDIUM
66.3,178.9,71.3,18.6,424.0,38.0,MEDIUM
48.9,99.6,83.4,22.6,1716.0,47.2,MEDIUM
317.6,739.3,100.0,13.7,2160.0,88.7,CRITICAL
9.9,15.2,35.9,1.8,358.0,13.9,LOW
36.5,125.9,49.7,25.0,2782.0,32.0,MEDIUM
45.9,69.9,38.3,28.2,1248.0,32.4,MEDIUM
32.2,53.1,44.5,46.8,857.0,35.7,MEDIUM
104.3,221.5,65.0,31.4,564.0,53.4,MEDIUM
41.2,94.6,39.9,19.6,608.0,24.8,LOW
18.9,39.6,36.3,27.8,2579.0,38.0,MEDIUM
82.1,163.3,61.2,47.8,1544.0,57.0,MEDIUM
60.3,153.7,58.6,28.9,2436.0,37.0,MEDIUM
43.0,33.1,37.2,33.3,836.0,24.5,LOW
193.2,256.2,61.4,10.4,1090.0,65.6,HIGH
106.9,154.9,87.1,0.5,1355.0,44.1,MEDIUM
98.3,144.5,56.0,55.8,1473.0,53.5,MEDIUM
108.6,263.0,78.6,16.1,474.0,59.3,MEDIUM
104.6,193.6,52.9,20.9,326.0,43.7,MEDIUM
62.8,65.2,42.0,6.9,2989.0,22.6,LOW
41.6,72.6,43.1,30.8,2066.0,30.3,MEDIUM
83.5,99.5,22.0,44.2,353.0,44.4,MEDIUM
61.9,110.4,38.0,41.2,2363.0,57.5,MEDIUM
9.8,0.0,21.2,51.3,1211.0,33.7,MEDIUM
29.6,62.4,32.1,17.2,2430.0,24.8,LOW
55.7,159.3,41.1,18.9,2859.0,36.3,MEDIUM
145.2,202.8,60.9,57.9,274.0,63.4,HIGH
83.8,99.7,61.7,27.4,2900.0,35.9,MEDIUM
35.2,60.5,40.6,50.1,664.0,38.4,MEDIUM
27.2,84.2,28.5,36.7,1032.0,35.7,MEDIUM
167.2,253.0,55.6,10.9,1955.0,66.0,HIGH
65.2,138.2,46.2,57.4,2205.0,56.8,MEDIUM
1.3,0.0,13.0,19.5,677.0,24.5,LOW
68.6,71.6,44.4,38.5,583.0,51.2,MEDIUM
124.0,320.1,94.2,15.3,1002.0,70.0,HIGH
26.3,6.0,24.0,34.5,1112.0,27.2,LOW
79.0,152.1,53.7,32.5,1091.0,48.6,MEDIUM
84.8,175.3,51.2,15.7,680.0,29.2,LOW
27.9,56.4,30.9,59.3,2918.0,39.6,MEDIUM
177.7,423.7,95.8,8.4,2435.0,77.1,HIGH
85.9,80.7,34.1,26.6,2944.0,38.6,MEDIUM
55.5,136.3,40.7,1.9,490.0,15.2,LOW
65.6,155.2,33.9,41.0,412.0,51.6,MEDIUM
22.9,40.3,36.8,27.7,1701.0,31.9,MEDIUM
21.9,42.3,49.1,33.6,1921.0,45.9,MEDIUM
51.2,112.2,55.3,41.9,1978.0,52.2,MEDIUM
53.9,133.6,67.9,45.8,461.0,58.3,MEDIUM
62.2,110.0,38.4,57.9,2563.0,54.5,MEDIUM
188.4,402.7,100.0,51.8,1571.0,100.0,CRITICAL
119.3,188.4,45.0,19.4,1231.0,42.7,MEDIUM
11.9,37.9,44.2,43.6,1612.0,34.0,MEDIUM
164.6,263.6,89.3,4.6,313.0,51.6,MEDIUM
50.9,99.6,50.9,8.2,802.0,39.0,MEDIUM
127.5,213.3,81.9,27.6,2996.0,78.9,HIGH
54.4,84.9,35.5,27.6,1747.0,38.0,MEDIUM
81.8,98.4,43.1,30.3,420.0,31.6,MEDIUM
24.7,55.0,27.3,28.5,1020.0,31.6,MEDIUM
96.0,224.8,64.1,38.5,717.0,53.7,MEDIUM
137.9,374.6,89.4,57.3,2789.0,100.0,CRITICAL
14.8,54.2,38.4,10.4,2457.0,19.2,LOW
139.4,270.4,64.9,21.4,1731.0,66.8,HIGH
41.5,104.3,39.8,4.5,2865.0,32.4,MEDIUM
229.8,292.2,78.0,12.0,1244.0,65.9,HIGH
129.2,384.2,85.7,59.2,2622.0,100.0,CRITICAL
113.7,253.6,54.2,2.4,1509.0,49.9,MEDIUM
65.9,109.9,23.7,12.8,2576.0,32.9,MEDIUM
355.8,678.2,100.0,25.6,2722.0,85.4,CRITICAL
51.2,71.0,24.1,17.6,1496.0,31.2,MEDIUM
30.3,76.0,31.4,32.7,698.0,30.9,MEDIUM
42.8,128.5,44.2,59.4,739.0,43.3,MEDIUM
155.5,325.7,77.1,42.2,1009.0,89.3,CRITICAL
80.6,150.6,44.6,24.4,824.0,40.0,MEDIUM
71.8,207.7,87.4,41.0,1287.0,70.2,HIGH
51.8,136.8,35.4,52.3,1619.0,35.3,MEDIUM
68.9,171.1,70.2,13.7,444.0,29.9,LOW
48.8,114.3,45.2,43.0,2747.0,48.4,MEDIUM
121.5,261.9,61.4,36.8,207.0,44.2,MEDIUM
61.0,96.6,51.5,44.0,587.0,49.6,MEDIUM
43.5,110.2,41.1,5.0,224.0,25.9,LOW
146.6,391.6,79.1,44.0,2962.0,93.2,CRITICAL
31.2,83.4,64.0,47.3,1350.0,52.1,MEDIUM
81.5,141.7,24.9,41.2,749.0,40.8,MEDIUM
9.7,33.5,32.1,11.8,532.0,19.0,LOW
20.1,37.5,37.9,9.7,1237.0,8.4,LOW
55.8,121.6,65.1,44.3,2933.0,40.0,MEDIUM
48.1,96.8,39.7,38.9,1736.0,39.5,MEDIUM
48.0,135.0,82.2,59.0,1192.0,72.1,HIGH
130.0,152.4,62.0,27.3,1221.0,59.2,MEDIUM
135.4,236.0,37.0,13.8,529.0,42.7,MEDIUM
93.7,227.9,46.7,46.2,1648.0,58.1,MEDIUM
29.6,66.4,42.8,44.9,1388.0,44.5,MEDIUM
68.4,146.5,38.2,31.4,2241.0,42.3,MEDIUM
251.6,359.5,90.5,44.8,737.0,100.0,CRITICAL
333.2,641.6,100.0,18.6,585.0,77.2,HIGH
147.6,286.9,58.7,12.9,1828.0,45.6,MEDIUM
30.8,29.5,22.9,7.6,2278.0,15.7,LOW
68.9,140.3,61.3,17.4,1593.0,45.7,MEDIUM
89.2,157.9,29.4,39.3,2412.0,43.8,MEDIUM
79.5,186.6,70.5,15.5,2555.0,51.7,MEDIUM
158.4,367.8,98.1,53.0,2767.0,94.7,CRITICAL
126.1,314.8,73.2,15.0,1259.0,53.4,MEDIUM
29.2,56.7,21.6,41.1,2732.0,36.4,MEDIUM
44.4,89.5,50.1,31.7,2185.0,36.5,MEDIUM
147.2,266.8,64.2,12.7,1950.0,53.2,MEDIUM
192.6,517.4,89.4,33.4,1751.0,86.1,CRITICAL
90.0,133.3,72.9,57.3,255.0,60.9,HIGH
208.8,457.3,88.0,56.7,1769.0,100.0,CRITICAL
82.6,195.7,41.7,17.5,2381.0,36.3,MEDIUM
34.3,100.8,48.5,32.2,2967.0,51.1,MEDIUM
118.1,190.1,57.7,9.1,1413.0,40.0,MEDIUM
400.0,779.8,100.0,28.1,2972.0,100.0,CRITICAL
23.1,52.7,33.3,19.3,679.0,17.3,LOW
203.5,254.8,63.8,55.8,2883.0,85.5,CRITICAL
113.4,264.3,73.7,38.0,1851.0,73.4,HIGH
42.1,58.6,41.2,11.1,2055.0,35.3,MEDIUM
10.0,63.4,42.3,59.5,1806.0,45.8,MEDIUM
5.6,36.1,38.7,41.7,2952.0,31.8,MEDIUM
47.9,53.8,40.0,8.1,324.0,32.4,MEDIUM
100.5,264.7,64.7,48.0,1349.0,61.7,HIGH
139.8,373.6,96.0,33.5,2651.0,83.6,CRITICAL
162.7,361.3,79.9,24.0,668.0,65.6,HIGH
94.0,153.2,62.6,11.8,1795.0,45.2,MEDIUM
83.5,178.0,73.4,16.7,1666.0,43.5,MEDIUM
57.3,128.7,41.2,10.0,2461.0,33.5,MEDIUM
102.3,206.3,89.8,48.2,2771.0,87.9,CRITICAL
42.7,91.4,35.2,16.4,925.0,29.4,LOW
24.4,6.0,22.4,28.2,2141.0,29.8,LOW
79.7,171.1,62.1,58.1,1734.0,55.4,MEDIUM
132.5,212.5,67.2,59.7,2056.0,63.0,HIGH
19.4,49.6,38.3,47.5,761.0,26.4,LOW
47.9,32.8,44.7,47.9,963.0,40.0,MEDIUM
77.4,154.6,56.2,56.7,1740.0,50.8,MEDIUM
76.2,95.8,69.2,47.8,208.0,50.8,MEDIUM
111.2,253.5,67.4,27.1,2206.0,46.1,MEDIUM
246.8,440.0,85.7,3.6,652.0,62.3,HIGH
5.7,5.9,24.3,12.5,2808.0,20.7,LOW
254.2,332.4,85.5,26.7,2610.0,71.7,HIGH
239.6,531.6,100.0,15.9,1945.0,84.7,CRITICAL
141.5,321.6,80.7,19.8,2695.0,61.1,HIGH
88.8,112.7,36.7,3.5,2964.0,27.0,LOW
43.4,84.0,55.9,33.1,2370.0,43.2,MEDIUM
140.2,239.1,89.1,21.1,1955.0,64.3,HIGH
92.3,188.2,58.6,15.5,1458.0,47.6,MEDIUM
58.3,139.8,72.7,36.6,2478.0,46.3,MEDIUM
137.7,183.1,67.9,16.6,2172.0,49.4,MEDIUM
154.6,375.0,100.0,28.6,1523.0,98.3,CRITICAL
191.6,470.1,100.0,14.8,1600.0,78.1,HIGH
39.3,89.7,45.1,40.8,841.0,41.8,MEDIUM
175.1,379.0,97.0,51.2,2408.0,100.0,CRITICAL
59.2,158.4,48.6,4.9,2659.0,36.5,MEDIUM
89.0,162.6,59.3,49.2,246.0,38.5,MEDIUM
102.3,233.9,81.1,51.1,513.0,86.0,CRITICAL
165.5,258.0,78.5,57.9,2975.0,89.8,CRITICAL
128.0,293.2,73.6,49.7,699.0,61.0,HIGH
57.5,200.9,62.5,33.1,2262.0,44.3,MEDIUM
6.9,27.0,43.1,4.2,1546.0,15.9,LOW
110.3,184.1,66.3,4.5,1660.0,43.4,MEDIUM
86.2,254.7,77.2,11.8,503.0,47.8,MEDIUM
22.8,4.8,34.8,26.8,586.0,17.4,LOW
94.1,212.2,51.9,57.3,1818.0,63.0,HIGH
76.7,173.9,48.1,10.5,1257.0,33.1,MEDIUM
190.3,426.1,99.5,32.3,2433.0,98.6,CRITICAL
265.7,543.1,100.0,59.9,2922.0,100.0,CRITICAL
152.0,200.3,68.5,0.8,2474.0,55.1,MEDIUM
73.2,141.1,43.1,2.8,1337.0,29.8,LOW
82.1,130.8,47.8,16.2,1550.0,35.2,MEDIUM
38.0,71.7,26.7,13.5,639.0,19.6,LOW
44.8,104.3,29.0,29.9,2148.0,42.3,MEDIUM
69.9,164.1,55.6,25.2,1453.0,50.2,MEDIUM
64.2,138.3,67.0,35.0,2601.0,53.8,MEDIUM
21.4,52.1,39.0,8.8,2026.0,23.5,LOW
191.7,344.0,100.0,41.2,678.0,100.0,CRITICAL
210.0,455.8,96.4,12.9,1351.0,81.9,CRITICAL
187.5,389.5,88.8,27.1,2095.0,95.6,CRITICAL
214.8,344.0,69.7,2.0,2602.0,65.2,HIGH
317.2,641.0,100.0,47.9,1182.0,100.0,CRITICAL
38.7,66.7,25.7,37.6,2075.0,16.9,LOW
308.3,664.2,100.0,12.5,686.0,87.6,CRITICAL
57.2,166.8,40.9,36.1,2733.0,38.1,MEDIUM
122.5,168.1,56.2,26.2,1810.0,48.3,MEDIUM
16.2,9.9,22.6,49.6,2352.0,24.5,LOW
51.2,73.6,35.0,59.0,1311.0,36.6,MEDIUM
155.0,379.5,91.8,7.5,2834.0,65.6,HIGH
126.7,173.8,37.5,29.4,2216.0,56.4,MEDIUM
56.3,151.8,53.7,15.5,630.0,42.6,MEDIUM
82.1,155.5,63.5,45.0,1741.0,68.2,HIGH
46.7,79.5,53.1,2.1,961.0,25.9,LOW
154.7,273.3,77.2,32.7,2533.0,84.5,CRITICAL
200.4,294.9,73.6,51.4,2392.0,87.0,CRITICAL
38.9,65.3,32.3,23.4,1585.0,24.2,LOW
75.8,195.4,58.3,50.3,1045.0,48.6,MEDIUM
20.5,41.8,56.1,8.8,2588.0,25.2,LOW
92.0,213.6,65.3,55.1,2581.0,62.2,HIGH
113.4,311.3,75.4,47.5,1615.0,72.4,HIGH
97.7,163.6,61.3,23.5,2208.0,56.4,MEDIUM
107.0,290.4,74.2,7.8,999.0,51.3,MEDIUM
69.6,142.7,54.1,31.2,1177.0,49.4,MEDIUM
70.9,122.5,45.4,40.2,2843.0,39.4,MEDIUM
68.3,102.8,40.4,7.7,2262.0,27.4,LOW
49.9,81.3,54.1,56.0,402.0,39.5,MEDIUM
55.3,121.5,24.8,45.8,1482.0,40.1,MEDIUM
109.7,286.4,78.7,57.1,1308.0,83.2,CRITICAL
191.8,254.5,62.5,18.0,847.0,66.4,HIGH
32.8,126.9,26.2,26.0,2986.0,33.2,MEDIUM
70.7,86.8,31.3,14.4,580.0,23.5,LOW
26.4,61.2,38.7,16.4,1080.0,37.9,MEDIUM
50.7,140.7,52.3,8.7,2576.0,32.9,MEDIUM
58.1,165.9,63.8,7.5,570.0,29.0,LOW
87.2,163.7,64.2,40.2,1253.0,43.2,MEDIUM
85.3,163.6,36.0,9.4,1976.0,35.7,MEDIUM
75.2,108.8,50.9,8.0,1143.0,36.9,MEDIUM
103.2,145.0,60.5,32.1,1345.0,44.8,MEDIUM
35.8,65.9,42.5,42.2,1740.0,43.9,MEDIUM
87.7,153.3,59.0,46.7,2868.0,58.4,MEDIUM
129.3,266.9,46.8,34.8,2639.0,49.8,MEDIUM
35.4,89.6,31.6,12.1,513.0,25.9,LOW
12.8,46.1,53.3,34.4,1794.0,34.0,MEDIUM
153.8,307.8,72.8,37.5,2029.0,65.4,HIGH
27.3,89.1,70.0,15.5,1112.0,39.3,MEDIUM
48.6,95.5,29.0,8.7,940.0,28.6,LOW
126.7,335.5,99.1,55.5,1874.0,87.2,CRITICAL
33.7,35.5,28.0,5.8,1362.0,19.8,LOW
146.6,331.0,90.0,16.6,2734.0,69.3,HIGH
42.6,96.9,41.0,13.9,658.0,26.5,LOW
38.0,85.0,44.1,53.5,315.0,36.6,MEDIUM
26.5,65.5,47.0,30.1,2719.0,35.5,MEDIUM
43.0,101.4,37.9,57.4,2709.0,50.0,MEDIUM
114.9,233.4,74.6,49.7,1367.0,68.5,HIGH
48.6,97.3,41.4,45.3,2311.0,33.9,MEDIUM
154.3,340.6,83.2,10.6,2568.0,52.3,MEDIUM
77.6,114.4,15.4,20.7,914.0,18.5,LOW
82.9,175.0,52.2,49.2,2032.0,47.1,MEDIUM
37.0,82.2,57.5,59.0,2264.0,42.6,MEDIUM
170.1,351.1,91.0,52.7,1201.0,94.3,CRITICAL
130.0,259.5,79.6,56.9,2849.0,87.6,CRITICAL
127.5,266.3,70.6,38.5,2908.0,67.6,HIGH
66.4,167.2,75.2,29.0,1563.0,65.0,HIGH
23.3,45.6,40.3,30.9,413.0,35.9,MEDIUM
86.3,123.1,40.6,27.5,2773.0,34.0,MEDIUM
111.4,252.9,78.2,9.3,1664.0,54.1,MEDIUM
112.2,203.3,71.6,18.3,589.0,52.1,MEDIUM
101.6,209.8,69.0,5.4,2250.0,38.8,MEDIUM
98.6,189.0,53.5,5.3,2124.0,44.1,MEDIUM
42.4,100.8,48.5,18.7,592.0,33.2,MEDIUM
44.3,125.4,65.5,40.0,970.0,46.5,MEDIUM
26.8,13.6,37.8,36.8,2620.0,20.5,LOW
155.5,420.4,75.3,33.6,2915.0,97.6,CRITICAL
257.8,331.8,72.2,44.9,1335.0,85.0,CRITICAL
400.0,900.0,100.0,25.4,577.0,89.3,CRITICAL
90.8,213.4,53.0,26.5,1186.0,27.6,LOW
98.8,112.3,21.5,31.1,1621.0,37.0,MEDIUM
68.6,159.7,76.6,4.0,1041.0,29.8,LOW
89.8,145.2,41.3,34.9,1912.0,55.3,MEDIUM
33.6,80.0,32.4,45.0,222.0,29.2,LOW
67.5,176.7,33.2,15.8,2486.0,45.4,MEDIUM
38.3,60.4,49.5,51.3,2565.0,50.7,MEDIUM
60.7,96.9,43.4,16.0,2394.0,36.2,MEDIUM
41.3,136.2,46.2,30.8,1050.0,44.8,MEDIUM
111.5,254.9,64.7,52.5,1971.0,59.7,MEDIUM
121.6,216.8,69.6,44.3,1223.0,59.8,MEDIUM
96.6,194.5,53.4,34.6,1290.0,57.4,MEDIUM
44.5,68.3,16.4,37.4,2185.0,28.1,LOW
25.0,30.1,19.0,6.5,2562.0,9.3,LOW
122.5,212.2,45.7,42.0,2527.0,58.3,MEDIUM
77.3,215.8,65.7,36.7,847.0,47.9,MEDIUM
12.2,8.2,42.4,5.1,2042.0,30.0,LOW
85.8,158.0,71.3,7.5,948.0,45.3,MEDIUM
99.3,207.8,41.6,58.3,1960.0,52.6,MEDIUM
17.3,58.0,46.1,10.7,1228.0,17.1,LOW
112.8,194.6,51.8,53.7,2412.0,63.0,HIGH
20.3,70.3,75.6,16.6,2825.0,44.0,MEDIUM
40.3,110.6,63.2,23.8,1012.0,39.7,MEDIUM
20.4,74.1,61.5,33.3,2633.0,35.2,MEDIUM
36.7,120.2,57.7,37.6,2272.0,36.8,MEDIUM
25.2,67.5,44.7,29.9,1785.0,31.7,MEDIUM
154.8,261.8,64.4,20.9,1670.0,62.0,HIGH
63.6,147.2,44.9,29.9,1094.0,38.1,MEDIUM
53.2,90.3,33.9,42.0,769.0,45.2,MEDIUM
164.9,188.1,65.6,23.8,433.0,60.5,HIGH
159.2,377.2,100.0,32.7,2195.0,97.1,CRITICAL
56.8,113.0,42.7,22.8,823.0,37.3,MEDIUM
95.2,122.4,39.7,19.8,1587.0,31.2,MEDIUM
47.4,130.5,31.8,17.9,2691.0,29.6,LOW
71.5,123.7,51.5,13.4,2079.0,31.3,MEDIUM
29.8,95.4,59.1,45.6,674.0,45.8,MEDIUM
105.5,238.7,81.2,59.0,2256.0,77.5,HIGH
169.4,433.5,100.0,1.7,802.0,67.8,HIGH
149.6,394.5,94.2,11.8,2384.0,68.7,HIGH
80.1,239.4,67.0,57.9,418.0,61.1,HIGH
10.8,7.9,46.6,20.5,597.0,16.0,LOW
45.6,75.9,28.1,23.3,2816.0,34.4,MEDIUM
71.4,114.6,41.9,39.8,985.0,37.6,MEDIUM
22.0,49.0,57.9,21.2,622.0,23.8,LOW
18.3,29.4,21.5,29.6,802.0,22.5,LOW
201.4,552.4,100.0,54.0,1211.0,100.0,CRITICAL
137.7,216.9,70.1,33.9,2545.0,60.0,MEDIUM
111.4,295.2,75.3,40.0,627.0,68.7,HIGH
126.8,228.8,78.1,13.0,244.0,46.1,MEDIUM
26.0,74.0,59.4,15.7,2622.0,31.0,MEDIUM
35.6,108.2,52.0,53.5,1039.0,55.1,MEDIUM
91.0,184.5,74.4,55.1,415.0,61.0,HIGH
96.3,208.6,50.1,48.4,278.0,49.5,MEDIUM
20.7,50.7,35.7,7.3,2719.0,21.2,LOW
86.3,187.8,87.0,49.1,1665.0,88.6,CRITICAL
72.4,173.3,79.3,1.2,1909.0,39.4,MEDIUM
146.3,239.1,50.5,35.8,1925.0,60.4,HIGH
96.7,94.5,44.0,40.5,1662.0,46.6,MEDIUM
216.8,404.0,92.2,25.6,2354.0,89.0,CRITICAL
57.1,88.4,48.3,28.8,2737.0,38.0,MEDIUM
27.8,33.2,50.3,44.5,1995.0,46.5,MEDIUM
213.0,336.7,100.0,53.7,2563.0,100.0,CRITICAL
100.4,237.0,66.0,11.4,227.0,48.4,MEDIUM
72.8,241.3,79.7,8.3,1545.0,44.7,MEDIUM
36.8,101.9,53.1,37.8,1891.0,34.4,MEDIUM
57.6,126.9,48.8,13.8,763.0,31.0,MEDIUM
55.2,94.4,23.8,11.7,649.0,19.2,LOW
26.6,78.3,54.0,12.2,581.0,21.6,LOW
7.1,36.0,42.7,11.8,997.0,18.5,LOW
54.1,118.2,52.4,28.6,2506.0,45.8,MEDIUM
129.1,259.0,57.1,57.9,277.0,58.5,MEDIUM
179.2,256.8,92.0,49.7,1887.0,88.1,CRITICAL
150.2,418.9,94.7,32.6,391.0,84.9,CRITICAL
156.2,394.6,75.5,4.9,1861.0,71.8,HIGH
29.7,0.0,14.4,40.4,906.0,30.3,MEDIUM
92.3,193.0,67.1,27.1,641.0,44.1,MEDIUM
112.0,144.9,60.2,46.7,1504.0,66.6,HIGH
117.1,269.1,64.8,29.6,847.0,55.9,MEDIUM
71.5,141.9,56.8,40.1,1259.0,63.3,HIGH
84.2,150.8,60.6,12.0,1973.0,43.4,MEDIUM
147.2,272.7,72.6,50.0,2821.0,77.5,HIGH
109.1,199.1,51.4,46.8,1930.0,64.4,HIGH
123.8,230.7,76.1,22.4,1620.0,67.0,HIGH
52.1,126.8,59.1,57.8,1760.0,47.6,MEDIUM
119.3,210.2,68.3,9.6,1522.0,57.2,MEDIUM
83.3,147.5,42.1,1.2,1776.0,27.9,LOW
137.2,312.2,60.9,45.8,1796.0,67.6,HIGH
42.4,81.7,43.2,36.0,1578.0,38.8,MEDIUM
129.5,198.3,70.9,6.7,2407.0,56.6,MEDIUM
58.2,89.5,55.9,9.6,1294.0,30.0,MEDIUM
130.0,328.4,86.3,7.9,504.0,66.3,HIGH
92.7,240.5,60.7,10.0,2001.0,53.7,MEDIUM
78.8,219.1,53.2,27.7,2429.0,50.2,MEDIUM
60.8,120.1,47.8,3.1,2384.0,25.4,LOW
73.0,131.3,49.6,31.2,906.0,48.8,MEDIUM
54.2,134.9,63.5,36.3,2012.0,36.1,MEDIUM
59.8,97.8,38.9,43.6,2996.0,50.6,MEDIUM
107.1,258.7,64.1,56.8,493.0,56.5,MEDIUM
14.6,67.9,64.9,4.9,1664.0,33.8,MEDIUM
128.7,317.0,96.2,2.1,1055.0,48.6,MEDIUM
130.2,216.5,51.9,8.3,2415.0,43.9,MEDIUM
62.3,96.5,62.1,20.2,1109.0,41.3,MEDIUM
85.8,177.2,43.1,31.5,2254.0,51.6,MEDIUM
33.3,90.2,38.3,0.3,649.0,14.9,LOW
102.2,268.6,66.5,41.5,388.0,58.0,MEDIUM
37.3,55.3,37.4,57.4,491.0,42.8,MEDIUM
2.1,9.4,38.9,15.0,929.0,24.5,LOW
174.6,415.9,93.7,0.5,2579.0,67.0,HIGH
30.0,54.7,45.6,45.2,621.0,34.8,MEDIUM
71.8,138.8,46.0,46.2,293.0,38.6,MEDIUM
88.2,150.9,57.1,2.6,2590.0,40.0,MEDIUM
106.9,204.7,61.7,37.0,1250.0,61.7,HIGH
76.8,158.8,37.2,14.6,1848.0,37.0,MEDIUM
94.0,250.1,73.3,38.0,435.0,52.8,MEDIUM
61.1,164.7,55.9,43.6,2741.0,64.0,HIGH
17.8,26.7,25.4,13.4,1612.0,6.2,LOW
74.5,178.8,51.7,15.6,451.0,42.8,MEDIUM
117.5,193.7,54.2,36.7,1975.0,58.7,MEDIUM
31.7,109.2,43.4,34.9,1224.0,40.0,MEDIUM
88.9,207.1,82.2,53.2,1190.0,73.2,HIGH
245.6,581.2,100.0,30.6,1343.0,100.0,CRITICAL
70.8,189.1,25.6,48.0,1623.0,48.4,MEDIUM
73.6,115.6,53.2,43.9,1934.0,50.7,MEDIUM
16.2,69.0,51.8,39.9,610.0,25.6,LOW
28.3,61.1,36.6,11.5,2312.0,35.4,MEDIUM
37.6,61.8,50.4,16.6,276.0,31.5,MEDIUM
114.3,297.6,94.5,34.0,2158.0,85.7,CRITICAL
33.8,96.4,28.0,4.0,713.0,18.8,LOW
100.6,217.8,64.3,2.7,1451.0,52.4,MEDIUM
40.7,83.5,66.0,3.0,1772.0,25.6,LOW
16.9,35.0,20.4,55.3,2013.0,26.9,LOW
124.2,308.0,74.8,41.3,2415.0,76.2,HIGH
55.7,114.9,41.9,50.2,1645.0,48.5,MEDIUM
